REGI?N,PROVINCIA,DISTRITO,CODIGO DEL RECURSO,NOMBRE DEL RECURSO,CATEGOR?A,TIPO DE CATEGOR?A,SUB TIPO CATEGOR?A,URL,LATITUD,LONGITUD,FECHA_DE_CORTE
Puno,San Antonio De Putina,PUTINA,11641,Pinturas Rupestres De Chijos,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Pintura Rupestre,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11641,-69.744505,-14.492307,20241201
Lima,Yauyos,YAUYOS,12391,Laguna De Llongote,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12391,-75.93758017,-12.35112268,20241201
Lima,Ca?ete,MALA,12693,Playa Totoritas,1. SITIOS NATURALES,l. Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12693,-76.392385,-12.405803,20241201
Cajamarca,Cajamarca,LOS BA?OS DEL INCA,12752,Sala De Exhibici?n Shumaq Rumi,2. MANIFESTACIONES CULTURALES,Museos y otros,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12752,-78.45569,-7.12526,20241201
Loreto,Maynas,IQUITOS,306,Timbuche,3. FOLCLORE,Gastronom?a,Platos T?picos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=306,-73.2622,-3.74993,20241201
Cajamarca,Cajamarca,CAJAMARCA,648,Hacienda La Colpa,"4. REALIZACIONES T?CNICAS, CIENT?FICAS Y ART?STICAS CONTEMPOR?NEAS",Explotaciones  Agropecuarias y Pesqueras,Granader?a,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=648,-78.446771,-7.218143,20241201
Puno,Puno,AMANTANI,958,Isla Amantani,1. SITIOS NATURALES,l. Costas,Islas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=958,-69.71238256,-15.66261663,20241201
Madre De Dios,Tambopata,TAMBOPATA,5282,Lago Chorrera,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=5282,-69.5014751,-12.62363479,20241201
Jun?n,Huancayo,SAPALLANGA,6891,Sitio Arqueol?gico De Ullacoto De Sapallanga,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Zonas arqueol?gicas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=6891,-75.19444967,-12.13728342,20241201
Jun?n,Satipo,MAZAMARI,7484,Petroglifos De Tonkoa De Mazamari,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Petroglifos (Grabados en piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7484,-74.457004,-11.319652,20241201
Cusco,Acomayo,ACOS,7851,Templo San Francisco De Asis De Huayqui,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Templo,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7851,-71.71502,-13.4941883,20241201
Lima,Lima,MIRAFLORES,8832,Parque Del Amor - Parque Alberto Andrade Carmona,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Parques,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8832,-77.03635812,-12.12683764,20241201
Cajamarca,Cajamarca,CAJAMARCA,11112,Mirador Arqueologico La Cueva,1. SITIOS NATURALES,a. Monta?as,Cerros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11112,-78.50027,-7.16378,20241201
Cusco,Acomayo,ACOS,12570,Cementerio Prehispanico De Ichuyuq P?Ukru,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Cementerios,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12570,-71.70972,-13.99929,20241201
Lima,Huarochiri,SURCO,12446,Catarata Del Amor De Surco,1. SITIOS NATURALES,j. Ca?das de agua,Cataratas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12446,-76.46948,-11.87697,20241201
Piura,Morropon,SANTA CATALINA DE MOSSA,12514,Mirador Santisima Cruz,1. SITIOS NATURALES,?. Zonas paisaj?sticas,Miradores naturales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12514,-79.533761,-5.65609,20241201
Cusco,La Convencion,KIMBIRI,13057,Rio Kimbiri,1. SITIOS NATURALES,h. Corrientes de agua,R?os,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=13057,-73.787783,-12.622747,20241201
Piura,Piura,LAS LOMAS,13253,Reservorio San Lorenzo,"4. REALIZACIONES T?CNICAS, CIENT?FICAS Y ART?STICAS CONTEMPOR?NEAS",Explotaciones  Agropecuarias y Pesqueras,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=13253,-80.20023823,-4.678369533,20241201
Puno,Melgar,AYAVIRI,462,Ca??n De Tinajani,1. SITIOS NATURALES,e. Ca?ones,Ca?ones,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=462,-70.57786167,-15.00266042,20241201
Ucayali,Coronel Portillo,YARINACOCHA,2420,Comunidad Nativa Santa Clara,2. MANIFESTACIONES CULTURALES,Pueblos,Tradicionales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2420,-74.64800629,-8.270944751,20241201
Jun?n,Yauli,MARCAPOMACOCHA,3612,Cordillera La Viuda (Sector Jun?n).,1. SITIOS NATURALES,a. Monta?as,Cordillera,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3612,-76.41659001,-11.37070411,20241201
Cajamarca,San Ignacio,SAN IGNACIO,4326,Mirador Turistico Cerro Campana,1. SITIOS NATURALES,?. Zonas paisaj?sticas,Miradores naturales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=4326,-79.00326,-5.08143,20241201
Piura,Paita,PAITA,5376,Playa Cangrejos,1. SITIOS NATURALES,l. Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=5376,-81.173987,-5.144451,20241201
Lima,Ca?ete,LUNAHUANA,12263,R?o Ca?ete - Secci?n Catapalla - Socsi,1. SITIOS NATURALES,h. Corrientes de agua,R?os,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12263,-76.1414722,-12.94598635,20241201
Pasco,Oxapampa,OXAPAMPA,7063,Festival Selv?monos,5. ACONTECIMIENTOS PROGRAMADOS,Eventos,Festivales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7063,-75.4041,-10.5728,20241201
Jun?n,Satipo,PANGOA,7599,Comunidad Nativa Nomatsiguenga San Antonio De Sonomoro,2. MANIFESTACIONES CULTURALES,Pueblos,Tradicionales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7599,-74.43836,-11.44586,20241201
Apurimac,Abancay,TAMBURCO,8006,Sitio Arqueol?gico De Usno Moqo,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Zonas arqueol?gicas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8006,-72.87245393,-13.62089014,20241201
Pasco,Daniel Alcides Carrion,SANTA ANA DE TUSI,12785,Sitio Arqueol?gico Gashgar,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Ciudadelas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12785,-76.263419,-10.475375,20241201
Puno,Carabaya,MACUSANI,9268,Templo De San Juan Bautista,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Templo,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=9268,-70.43103486,-14.06814655,20241201
Cusco,Canchis,MARANGANI,12386,Monta?a De Colores Pallay Punchu De T?Akllo,1. SITIOS NATURALES,a. Monta?as,Cerros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12386,-71.11122178,-14.42540526,20241201
Lima,Huarochiri,SURCO,12445,Laguna Ucte,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12445,-76.43554,-11.79751,20241201
Jun?n,Jauja,APATA,12956,Quebrada Chileno Pozo,1. SITIOS NATURALES,d. Quebradas,Quebradas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12956,-75.305244,-11.8045304,20241201
Ucayali,Padre Abad,PADRE ABAD,548,Catarata Velo De La Novia,1. SITIOS NATURALES,j. Ca?das de agua,Cataratas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=548,-75.68485469,-9.073736177,20241201
Puno,Melgar,AYAVIRI,12624,Mirador Kolqueparque,1. SITIOS NATURALES,a. Monta?as,Cerros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12624,-70.58141828,-14.88121159,20241201
Tumbes,Contralmirante Villar,ZORRITOS,11464,Fiesta Patronal Santa Clarita-Zorritos.,5. ACONTECIMIENTOS PROGRAMADOS,Fiestas,Fiestas religiosas-patronales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11464,-80.6785,-3.68066,20241201
Cusco,Paucartambo,COLQUEPATA,2555,Complejo Arqueol?gico De Watoqto,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2555,-71.54093564,-13.41345214,20241201
Ucayali,Padre Abad,BOQUERON,3048,Catarata Alto Shambillo,1. SITIOS NATURALES,j. Ca?das de agua,Cataratas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3048,-75.66523,-9.011907,20241201
Ucayali,Coronel Portillo,CALLERIA,3054,Juane,3. FOLCLORE,Gastronom?a,Platos T?picos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3054,-74.5323,-8.38283,20241201
Jun?n,Huancayo,SAN JER?NIMO DE TUNAN,3954,Iglesia Matriz De San Jer?nimo De Tun?n,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3954,-75.28222,-11.94833,20241201
Apurimac,Andahuaylas,ANDAHUAYLAS,6935,Festividad Navide?a Del Ni?uchanchik,5. ACONTECIMIENTOS PROGRAMADOS,Fiestas,Fiestas religiosas-patronales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=6935,-73.3849,-13.6564,20241201
Jun?n,Huancayo,SAPALLANGA,6947,Vivero Rosas Huayta,"4. REALIZACIONES T?CNICAS, CIENT?FICAS Y ART?STICAS CONTEMPOR?NEAS",Centros Cient?ficos y T?cnicos,Jardines Bot?nicos y Viveros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=6947,-75.15782112,-12.14120092,20241201
Jun?n,Satipo,MAZAMARI,7446,Cascada Las Vegas,1. SITIOS NATURALES,j. Ca?das de agua,Cascadas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7446,-74.481082,-11.272607,20241201
Loreto,Maynas,IQUITOS,8374,Museo De Culturas Indigenas Amaz?nicas,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8374,-73.2439667,-3.751845223,20241201
Arequipa,Castilla,APLAO,12142,El Castillo Encantado,1. SITIOS NATURALES,a. Monta?as,Cerros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12142,-72.53323933,-15.97754517,20241201
Lima,Huarochiri,SURCO,9993,Catarata Mortero,1. SITIOS NATURALES,j. Ca?das de agua,Cataratas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=9993,-76.436136,-11.84673,20241201
Ancash,Pallasca,PALLASCA,12382,Cascada De Aguaytoro,1. SITIOS NATURALES,j. Ca?das de agua,Cascadas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12382,-77.958579,-8.252133,20241201
Cusco,La Convencion,ECHARATE,11116,Catarata Puente De Las Sirenas,1. SITIOS NATURALES,j. Ca?das de agua,Cataratas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11116,-72.848791,-12.671386,20241201
Ica,Ica,SALAS,11021,Bodega El Paraiso Ique?o,"4. REALIZACIONES T?CNICAS, CIENT?FICAS Y ART?STICAS CONTEMPOR?NEAS",Explotaciones Industriales,"Bodegas de pisco, vinos y/u otros licores",http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11021,-75.7705684,-13.99059741,20241201
Ancash,Santa,COISHCO,11270,Mirador Tur?stico De Coishco,1. SITIOS NATURALES,?. Zonas paisaj?sticas,Miradores naturales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11270,-78.61284,-9.01886,20241201
Cusco,Anta,MOLLEPATA,11230,?rea De Conservaci?n Regional Choquequirao - Sector Mollepata,1. SITIOS NATURALES,n. ?reas Protegidas,?reas de conservaci?n regional,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11230,-72.527703,-13.508559,20241201
Moquegua,Mariscal Nieto,CARUMAS,11720,Puente Colonial Zigzigi,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Puentes,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11720,-70.693538,-16.814405,20241201
Ancash,Huaraz,HUARAZ,11978,Laguna Almacocha,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11978,-77.43619354,-9.576190084,20241201
Lima,Yauyos,YAUYOS,12392,Pueblo De Yauyos,2. MANIFESTACIONES CULTURALES,Pueblos,Hist?ricos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12392,-75.9230586,-12.4603108,20241201
Huanuco,Leoncio Prado,PUCAYACU,12922,Balneario De R?o Azul Aspuzana,1. SITIOS NATURALES,h. Corrientes de agua,R?os,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12922,-76.10783719,-8.657419955,20241201
Loreto,Maynas,IQUITOS,305,Tacacho,3. FOLCLORE,Gastronom?a,Platos T?picos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=305,-73.2622,-3.74993,20241201
Cajamarca,Cajabamba,SITACOCHA,663,Laguna De Yaguarcocha,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=663,-77.97499383,-7.581261986,20241201
Puno,Puno,AMANTANI,959,Isla Taquile,2. MANIFESTACIONES CULTURALES,Pueblos,Tradicionales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=959,-69.68476653,-15.77002505,20241201
Moquegua,Mariscal Nieto,MOQUEGUA,4167,Geoglifos De Chen Chen,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Geoglifos (Grabado en tierra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=4167,-70.92618998,-17.22170742,20241201
Puno,Yunguyo,OLLARAYA,4736,Jakje Pucara,1. SITIOS NATURALES,o. Otros,Formaciones rocosas(bosque de piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=4736,-68.99563503,-16.20395489,20241201
Puno,Carabaya,COASA,4759,Sitio Arqueol?gico De Wilakaya,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=4759,-69.95480061,-13.95797448,20241201
Cajamarca,Cajamarca,LLACANORA,6248,Cascadas De Llacanora,1. SITIOS NATURALES,j. Ca?das de agua,Cataratas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=6248,-78.423923,-7.185667,20241201
Ayacucho,Huanca Sancos,SANCOS,12954,Mirador El Calvario,1. SITIOS NATURALES,?. Zonas paisaj?sticas,Miradores naturales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12954,-74.336365,-13.919532,20241201
Lima,Canta,HUAROS,13016,Laguna De Siete Colores,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=13016,-76.44044,-11.35931,20241201
Lima,Lima,MIRAFLORES,10959,Palacio De Las Artes De Miraflores - Plam,2. MANIFESTACIONES CULTURALES,Museos y otros,Salas de Exhibici?n,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=10959,-77.02924382,-12.1221101,20241201
Cajamarca,Chota,CHOTA,11326,Laguna Del Amor,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11326,-78.63374,-6.56378,20241201
Lima,Lima,LURIGANCHO,12590,Cristo Blanco - Paseo De La Fe,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Alamedas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12590,-76.6983,-11.935155,20241201
Huanuco,Pachitea,CHAGLLA,12234,Agua Sulfurosa De Santo Domingo,1. SITIOS NATURALES,k. Agua termo-mineral,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12234,-75.847513,-9.858367,20241201
Huanuco,Huanuco,AMARILIS,12585,Casona Del Fundo El Prado,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Casona,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12585,-76.20132,-9.90948,20241201
Pasco,Oxapampa,OXAPAMPA,12929,Maripoxa Parque Ecobiologico De Oxapampa,"4. REALIZACIONES T?CNICAS, CIENT?FICAS Y ART?STICAS CONTEMPOR?NEAS",Centros Cient?ficos y T?cnicos,Mariposarios,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12929,-75.37844342,-10.58365325,20241201
Lambayeque,Chiclayo,SANTA ROSA,278,Playa Santa Rosa,1. SITIOS NATURALES,l. Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=278,-79.92165,-6.88389,20241201
Puno,Carabaya,MACUSANI,436,Arte Rupestre De Chaqatira,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Pintura Rupestre,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=436,-70.47804557,-14.00076285,20241201
Huancavelica,Churcampa,SAN PEDRO DE CORIS,1167,Ba?os Termales De Coris Pampalca,1. SITIOS NATURALES,k. Agua termo-mineral,Ojos de agua,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1167,-74.364393,-12.594718,20241201
Ayacucho,Lucanas,CABANA,12689,Observatorio  Natural De Condores  Del Ca?on De Yanapaqcha,1. SITIOS NATURALES,?. Zonas paisaj?sticas,Miradores naturales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12689,-73.906024,-14.325042,20241201
Lima,Lima,MIRAFLORES,3271,Museo De Sitio Pucllana,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3271,-77.033062,-12.110503,20241201
Jun?n,Chanchamayo,PICHANAQUI,4234,Catarata De Zotarari,1. SITIOS NATURALES,j. Ca?das de agua,Cataratas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=4234,-74.840591,-10.92352,20241201
Cajamarca,San Ignacio,SAN IGNACIO,4376,Museo De Arqueologia Y Ecologia Los Faicales,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=4376,-79.005739,-5.145355,20241201
Madre De Dios,Tambopata,TAMBOPATA,4954,Plaza Mirador Miguel Grau,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Plazuelas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=4954,-69.17472405,-12.59338862,20241201
Puno,Carabaya,AYAPATA,13115,Laguna De Humanqayak Ayapata,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=13115,-70.32794952,-13.85141387,20241201
Puno,Melgar,AYAVIRI,11777,Centro Cultural San Juan Pablo Ii,2. MANIFESTACIONES CULTURALES,Museos y otros,Salas de Exhibici?n,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11777,-70.59095173,-14.88424902,20241201
Lima,Yauyos,LARAOS,6551,Laguna De Cochapampa - Laraos,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=6551,-75.784878,-12.350423,20241201
Jun?n,Concepcion,SAN JOS? DE QUERO,7047,Sitio Arqueol?gico Y Abrigos Rocosos De Japata,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Zonas arqueol?gicas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7047,-75.535017,-12.089108,20241201
Ica,Palpa,PALPA,7696,Museo De Palpa,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7696,-75.18478096,-14.53456686,20241201
Arequipa,Caylloma,COPORAQUE,8186,Pueblo De Coporaque,2. MANIFESTACIONES CULTURALES,Pueblos,Hist?ricos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8186,-71.64597899,-15.62694763,20241201
Ancash,Huaraz,HUARAZ,11990,Laguna Tururu,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11990,-77.39235297,-9.549028337,20241201
Puno,Puno,ACORA,13094,Chullpas De Quellojani En Acora,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Cementerios,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=13094,-69.80805556,-15.98222222,20241201
Lima,Lima,PACHACAMAC,10005,Santuario Diocesano Mar?a De La Consagraci?n,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Santuario,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=10005,-76.88383992,-12.22154025,20241201
Lima,Ca?ete,CERRO AZUL,11378,Granja Lacteos Dela,"4. REALIZACIONES T?CNICAS, CIENT?FICAS Y ART?STICAS CONTEMPOR?NEAS",Explotaciones Industriales,Centros Productivos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11378,-76.45687,-13.034025,20241201
Ayacucho,Lucanas,CARMEN SALCEDO,11675,Casa De Saberes Ancestrales Antamarka,2. MANIFESTACIONES CULTURALES,Museos y otros,Casas Museo,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11675,-73.96082,-14.384133,20241201
Ucayali,Padre Abad,IRAZOLA,11902,Plaza De La Paz De Villa San Alejandro,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Plazas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11902,-75.213358,-8.828704,20241201
Lima,Lima,LURIGANCHO,12676,Zona Arqueol?gica Cajamarquilla,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Zonas arqueol?gicas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12676,-76.90633986,-11.98530784,20241201
Lima,Huarochiri,MATUCANA,12741,Catarata De Angelina De Marachanca,1. SITIOS NATURALES,j. Ca?das de agua,Cataratas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12741,-76.34018,-11.83215,20241201
Madre De Dios,Tambopata,TAMBOPATA,726,Lago Cocococha,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=726,-69.263115,-12.816622,20241201
Madre De Dios,Tambopata,TAMBOPATA,729,Quebrada El Gato,1. SITIOS NATURALES,d. Quebradas,Quebradas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=729,-70.0833,-12.6,20241201
La Libertad,Otuzco,SINSICAP,2569,Pueblo De San Ignacio,2. MANIFESTACIONES CULTURALES,Pueblos,Tradicionales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2569,-78.71474675,-7.829580722,20241201
Lima,Huaura,VEGUETA,3485,Caleta San Mart?n De V?gueta,1. SITIOS NATURALES,l. Costas,Caletas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3485,-77.65527,-11.00655,20241201
Ancash,Huarmey,HUARMEY,12147,Playa Princesa,1. SITIOS NATURALES,l. Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12147,-78.2006339,-9.981423729,20241201
Puno,El Collao,ILAVE,4780,Willca Uta - Aramu Muro,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Recintos ceremoniales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=4780,-69.54103768,-16.17068759,20241201
Cusco,Acomayo,ACOS,6794,Aguas Medicinales De Wispan,1. SITIOS NATURALES,k. Agua termo-mineral,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=6794,-71.74822067,-13.9481703,20241201
Tacna,Tacna,TACNA,11836,Alameda Bolognesi,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Alamedas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11836,-70.250906,-18.015404,20241201
Puno,Carabaya,AYAPATA,12621,Laguna De Qa?uccota,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12621,-70.35235687,-13.79730925,20241201
Apurimac,Abancay,CURAHUASI,2039,Mirador Capit?n Rumi,1. SITIOS NATURALES,?. Zonas paisaj?sticas,Miradores naturales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2039,-72.70722449,-13.51914162,20241201
Ancash,Pallasca,PAMPAS,12269,Sitio Arqueol?gico De Huachaper,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12269,-77.8837739,-8.213085846,20241201
Lima,Lima,MIRAFLORES,3309,Palacio Municipal De Miraflores,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Palacio,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3309,-77.02918899,-12.12170755,20241201
Loreto,Datem Del Mara?on,BARRANCA,12150,Museo De San Lorenzo Monse?or Jos? Luis Astigarraga Lizarralde,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12150,-76.69824768,-4.831948685,20241201
